application_round,project_wallet,last_updated,project_id,title,description,website,github_user,project_github,project_twitter,previous_funding,team_size,verified_twitter_or_github,links_to_github_or_org,created_at,updated_at
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x5b3920527cfe207100312f4685e048ee032fa391,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:180,zkREPL,zkREPL is an online playground for zero knowledge circuits,https://zkrepl.dev,,0xPARC,zkrepl,"Gitcoin, 0xPARC",1,"Yes, but it had an error when I tried verifying Github",https://github.com/antimatter15 ,2023-01-13 12:13:23,2023-01-13 12:13:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x35c6d9117f66943c881e8354138434b8a0727988,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:115,Dapp-Learning,Definitive Guide for Decentralized-app(Dapp) Development on Blockchain,https://github.com/Dapp-Learning-DAO/Dapp-Learning,yanyanho,https://github.com/Dapp-Learning-DAO,Dapp_Learning,ESP ,10,Yes,https://github.com/Dapp-Learning-DAO/,2023-01-11 08:35:23,2023-01-11 08:35:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xa126f99e0defc3bfa963064314c4b1d54c872dcc,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:225,Web3MQ,"Web3MQ is currently the fastest social layer1 and trustless messaging network in Web3. Web3MQ offers the highest throughput (QPS), lowest message latency, and best scalability compared to other communication protocols. Web3MQ is also extremely simple to integrate through open-sourced component libraries. Web3 projects ranging from DAOs, Gamefi games, data providers, and decentralized social media, can build decentralized social and user engagement solutions using Web3MQ today.",https://www.web3mq.com,,,https://twitter.com/Web3MQ,Community,10,Not yet,https://github.com/Generative-Labs,2023-01-16 17:42:47,2023-01-16 17:42:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x5514f4a2bc7194664b12a48e238876aa53140350,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:141,Voting Contracts,"We propose a framework for on-chain voting that can be grown by a community into a vast landscape of voting contracts. This would be beneficial to the Ethereum ecosystem as a whole. If there was a system of voting contracts covering a wide range of possible voting types from token-weighted voting via quadratic voting to delegation, then DAOs could simply plug in rather than hard-coding yet another, say, token-weighted voting into their contracts. Plugging in would be as simple as pointing to a deployed voting contract. One can also plug out or exchange the reference from one voting contract to another.

We have deployed a registry contract to polygon and mainnet (https://etherscan.io/address/0xC535389b5a26efEbc27811915B6d78f6C95433f7) and opened a topic on the Ethereum magicians forum to discuss the EIP draft: https://ethereum-magicians.org/t/eip-draft-configurable-voting-contract/10736 

I am currently developing a dapp that lets people interact with a playground, where one can plug in and out of voting contracts and get a feeling for the framework. This site is hosted on ipfs and served through ens: https://votingcontracts.eth.limo/. The development of this app and the deployment of the underlying playground and pluggable voting contracts to ethereum mainnet are the next steps. Feedback is very welcome. Please do reach out with feature requests and ideas. There is also a node package: @leomarlo/voting-registry-contracts, though I am considering migrating that at some point. There are two repositories for this project: https://github.com/leomarlo/voting-contracts-frontend and https://github.com/leomarlo/voting-registry-contracts . 

**Updates will appear here!**",https://votingcontracts.eth.limo/,leomarlo,leomarlo,https://twitter.com/VotingContracts,private,2,yes,https://github.com/leomarlo,2023-01-12 02:51:47,2023-01-12 02:51:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x5c34386552091744717b1c0154b9d48d35f5f435,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:204,Seedle,Seedle is an open-source tool that helps you to manage and track the performance of their Uniswap v3 positions.,https://seedle.finance,seedlefinance,,SeedleFinance,Grants,Less than 5,"Yes, on Twitter",https:://github.com/seedlefinance,2023-01-14 14:42:11,2023-01-14 14:42:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:165,Umbra,"Umbra is a protocol that lets you get paid privately on Ethereum and Layer 2 networks. 

----About Umbra----

As a protocol, Umbra defines a simple set of standards, coupled with a singleton smart contract instance, to enable stealth addresses on Ethereum. With a stealth address, a payer can send Ether or ERC20 tokens to an address controlled by the receiver, but no one except the two parties know who that receiver is. 

On chain, the transaction looks like a simple transfer to an otherwise unused address on the Ethereum network. Off chain, the sender has used a public key published by the receiver to generate the new address. By encrypting the data used to generate the address, and announcing it via the Umbra smart contract, the sender can let the receiver know they’ve sent them a payment to a new stealth address. Only the receiver can generate the private key needed to withdraw the funds.

By leveraging meta-transactions Umbra enables withdrawers to pay relayers for gas using the tokens they’ve received. This avoids the need to fund stealth addresses with Ether before withdrawing.

----Project Status----

The Umbra MVP went live in June 2021. You can visit https://app.umbra.cash to send and receive stealth payments using Umbra.

Since our launch, we've made many iterative improvements based on user feedback. These included better mobile responsiveness, a simpler key registry system, faster scanning when searching for received funds, and other UX enhancements. We've also launched Umbra on Polygon, Optimism, and Umbra, and made huge improvements to our relay system to make token withdrawals faster and cheaper.

Since launch, Umbra has processed nearly 100,000 payments across all networks,  transacting more than $50 Million in value in the process. More than 52,000 accounts have registered stealth keys to enable privacy preserving payments through Umbra. Despite this growth, Umbra remains a grant funded public good project made possible by the community.

---- What's Next----

We are grateful to our many supporters who have enabled us to get this far. There's still lot's more work to do!

We believe there is so much more we can do to make Umbra an even more powerful privacy tool in the Ethereum ecosystem. In the year ahead, we're focused on continuing to improve Umbra through withdrawal integrations, new network deployments, performance improvements, and host of small UX improvements and features. We're also working with researchers to develop a Stealth Address EIP, so that Umbra can remain an open, public goods protocol.",https://app.umbra.cash,apbendi,ScopeLift,umbracash,Grants,6,Yes,"https://github.com/apbendi, https://github.com/ScopeLift",2023-01-12 18:59:11,2023-01-12 18:59:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xc876bec4e02eacc92df0f7b6eeee90c2ad794e50,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:189,Friends of Pooly,Friends of Pooly is on a mission to defend decentralized finance; and to secure an Open Web3 through the power of Community.,https://www.friendsofpooly.com,https://github.com/kamescg,https://github.com/orgs/friends-of-pooly,https://twitter.com/FriendsofPooly,We are funded fully through Grants from Gitcoin and Celo,3,No... I can't verify using my wallet browser :(,https://github.com/friends-of-pooly and https://github.com/kamescg,2023-01-13 17:03:59,2023-01-13 17:03:59
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x7a0857d314f62d383341b4ed8fe380e7c98fb978,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:73,Starksheet,"Starksheet is a general-purpose high-level interface to everything on-chain.
Read, write, execute, all on-chain, using data from every single piece of information available, right from a familiar interface.

Literally everything. Each cell is indeed any contract call that you could do in, for example, a block explorer.
But starksheet is not a block explorer.

As you can expect from a spreadsheet, you can use the result of one cell in the definition of another.

A1=BAYC.ownerOf(9999)
B1=USDC.balanceOf(A1)

You’ve just created a tracker of the wealth of the owner of a given token. But starksheet is not an analytics tool.

Not only can you view on-chain but also can you use write functions

A1=uniswapAddress
A2=myAddress
B1=USDC.approve(A1.A2)
C1=A1.swap(…)

Because starksheet is 100% on-chain, you create indeed a bundle of several transactions into a single one. But starksheet is not a transaction builder.

Because the logic you create is stored as a (non so) standard ERC721 it’s directly available from any wallet, dApp, etc. just by calling tokenURI

You’ve just transformed your wallet into a dynamic dashboard + full of custom plug-ins

But starksheet is not a plug-in builder

It’s just whatever you can think about with the chain, on chain, directly available anywhere else in any dapp of the ecosystem. From the chain to the chain.

You can right now make Dexes, flashlaons, airdrops, etc.

And you, what would you build?",https://starksheet.xyz,ClementWalter,the-candy-shop,starksheet,gitcoin and starkware,3,yes,https://github.com/the-candy-shop https://github.com/clementwalter,2023-01-08 08:02:11,2023-01-08 08:02:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x8efef51d19ef3844c00076ab9d02847b9c70f94a,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:243,minipent by pentacle,"For web3 orgs / DAOs

Minipent is an opensource version of the Pentacle knowledgebase, for you to fill with your own content.

Written in nextjs with a strapi-powered cms, orgs / DAOs can self-host internal information without being tied to web2 saas platforms.

🤍 Your projects, sites and resources all accessible from a single page
🤍 Easily onboard, collaborate and share knowledge with contributors
🤍 No more hunting through various platforms to find your news and articles
🤍 A self-hosted environment where you own your data

Minipent instances completed in Q4 2022 include: Opyn, Redacted, Euler and Canto.

---

For data collectors / content curators

Data collectors currently use a mix of notion, google docs, github and hackmd to collect up their crypto research. Much of which is duplicated across these various platforms multiple times by multiple researchers. 

Minipent gives data collectors and researchers a platform to organise and showcase their research and data collections with access to Pentacle's extensive database of projects and people.  ",https://minipent.xyz,pentcle,pentaclexyz,pentaclexyz,"donations, angel",5,yes,"https://github.com/pentcle, https://github.com/pentaclexyz",2023-01-17 09:34:35,2023-01-17 09:34:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xcd9165ff26ac50ec9bc3207b9d53bc70998c6b64,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:222,Orgassign,"Overview


Orgassign is a contribution platform and all-in-one workspace that makes it easy for remote teams to work together, taking some of the best parts of Discord, Github and Notion while ironing out many of the major pain points.



Most DAO contributors today have to keep up with Discord + Notion + Google Docs + Github in order to figure out what they should be working on. Orgassign designed an all-in-one tool that fixed these pain points. It doesn’t bombard you with notifications like Discord, its token-gated permissions are simpler than both Notion and Google Docs, and unlike Github, it’s also designed for non-technical contributors. ‍



Orgassign helps contributors increase their efficiency by tracking tasks and goals while also providing a lasting, single point-of-reference so everyone knows what’s being worked on(and why). It manages to do all this with a tidy,intuitive interface.



Orgassign is a shared contribution space with different sections:



Roadmap - with goals, projects and tasks showing how everything fits together. Contributors are able to see a clear line between the organization’s overall goal, their team’s efforts, and their individual assignments.


Wiki - is where important information that has more permanence lives. Notes can be added to the wiki using hashtags as you are working on projects, so knowledge management is not a separate task but part of the workflow.


Groups and roles - manages what individuals can see and contribute to, which can be done through token-gating.


conclusion


Ultimately, Orgassign is designed to help you work in quite a specific way, making sure plans and tasks add up into an overarching vision(OKR style), and integrating documentation with task management. This is well-suited for DAOs because it retains historical knowledge that would otherwise be lost if individual contributors moved on, a common occurrence in the space.

",https://www.orgassign.site/,Orgassign,,Orgassign,Self-funded by the team,5,Yes,https://github.com/Orgassign,2023-01-16 14:49:23,2023-01-16 14:49:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xeb439eed5642641968f9d8b52f2788e0f19b443b,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:101,Rouge Ticket,Web3 app to create events & sell NFT tickets,https://rouge.network/,clbrge,TheRougeProject,rougetoken,Gitcoin,4,yes,https://github.com/TheRougeProject,2023-01-12 17:03:59,2023-01-12 17:03:59
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x1b8c7f06f537711a7caf6770051a43b4f3e69a7e,0,10:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:42,1Hive Gardens,"🌱﻿ Gardens is a 1Hive initiative to create a template for public communities to coordinate shared resources from the bottom-up, taking the best lessons learned from the 1Hive community and allowing any DAO to implement them in a plug-and-play fashion. 

With Gardens, anyone can set up a DAO in minutes, leveraging Conviction Voting, a Community Covenant, and the Celeste arbitration protocol, while also getting the network effects of joining a community of quickly blooming Gardens DAOs.",https://gardensdao.eth.limo,@pglavin2,1hive,gardensdao,"1Hive, Gitcoin, Giveth, Polygon",6,yes,https://github.com/1Hive,2023-01-10 20:05:47,2023-01-10 20:05:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x2d9d84f4d8a4254ea23fe18825193cbd1b21b749,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:186,L2 Planet,L2 Planet is a project which works for public goods. The main goal is to accelerate Layer-2 adaptation and educate the community about it.,https://l2planet.xyz,babalangolama,l2planet,layer2planet,Our primary funding source is Gitcoin donates. We running L2 Planet as volunteers.,10,Yes,"https://github.com/babalangolama, https://github.com/l2planet",2023-01-13 15:43:35,2023-01-13 15:43:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x12e838f846ffdade34b2e006f84117a370d71687,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:84,Punk Domains - Modular Web3 Names Protocol,"Punk Domains is a web3 domain/name protocol. What sets it apart from others (like ENS or UD) is that it can issue multiple domain extensions and allows for various types of names (single-purchase domains, renewable domains, soulbound domains etc.). It has a modular architecture that can cover any use case.

Any DAO or web3 community can get their own domain extension via the Punk Domains protocol. KlimaDAO (.klima), PoolTogether (.pool), Smol Brains NFT community (.smol) and many others have already gotten their own respective domain extensions via Punk Domains.

The Punk Domains protocol is completely open source (all code is on GitHub) and permissionless - once you own your domain name no one can take it away from you.

Web3 domains are the essential part of the upcoming Web3 Social where they will be used as usernames and digital identity. Our mission is to help build this future.
",https://punk.domains,tempe-techie,punk-domains,PunkDomains,No external funding (such as VC etc.). Only Gitcoin grants.,2,Yes,https://github.com/tempe-techie; https://github.com/punk-domains,2023-01-09 14:06:35,2023-01-09 14:06:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xd0aea65bb96b823cb30724ee0a6b7588c77de486,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:216,ETH Leaderboard,ETH Leaderboard is a website that tracks Twitter accounts with .eth names.,https://ethleaderboard.xyz,gskril,,ethleaderboard,Donations,1,Yes,https://github.com/gskril,2023-01-16 00:25:23,2023-01-16 00:25:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:56,Geo Web,"SUPPORT THE OPEN METAVERSE
-
Geo Web is a set of open protocols & fair property rights for anchoring digital media to physical locations.

It creates decentralized consensus for an augmented, shared reality layer covering Earth guided by public good values rather than corporate profits. 

The Geo Web will bring digital media, gaming, data, commerce, and NFTs into the physical world as shared experiences rather than siloed applications. 
-
Why the Geo Web?
 -
Large portions of our lives are shaped by our smart devices. This will only compound with the adoption of augmented reality smart glasses and other always-on wearables/embeddables. The foundations of our lived reality shouldn’t be defined by arbitrary app store rules and the subversive, never-ending drive for corporate profit growth.

We’re building the Geo Web because we think the metaverse should be based on permissionless, public internet infrastructure. It should be an extension of the ethos/design of the internet, the early web, and Ethereum.

The Geo Web is divided into digital land parcel NFTs which map 1:1 to the physical world. The market for digital land is administered under a partial common ownership (aka Harberger tax) system. Digital content can be anchored to the land utilizing our p2p content layer (Ceramic, IPFS, & Filecoin).

The Geo Web is a fair, efficient, and legitimate way to bootstrap and scale the metaverse across our shared planet. 

By reinvesting 100% of land market proceeds into rewarding open-source developers, creatives, advocates, users, and public goods, we can create compounding network utility and value. The Geo Web is a choice for positive-sum coordination over fixed-mindset tradition.

If the Geo Web is successful, we can help spur the adoption of partial common ownership systems beyond our network and help redefine global property rights systems to be fairer and more efficient.
-
Update Since GR15
- 
The Geo Web launched on Optimism with a fair launch auction on December 15th, 2022! You can claim a parcel at your home, business, or favorite public place now at https://geoweb.land/.  

This project has been a labor of love for over two years. We couldn't be more excited to be live and thankful for the support of all the Gitcoin contributors that empowered us to make it here.
-
Plans for Alpha Round Funding
-
With the Geo Web platform/economic system live, the core team is shifting focus to building and supporting use cases with partners, builders, and creators. 

Funds received from this QF round will primarily be distributed to core team members and open source contributors through Coordinape Circles and/or Govrn's DAO contributor platform as we maintain that use case focus.  We may allocate some of the funds to bounties on Dework and incidental costs of development/tooling/hosting use cases as well.

These funds will help bridge the core team until the Geo Web digital land market produces enough revenue to fund its own QF rounds (https://docs.geoweb.network/community-and-governance/network-funds-allocation). 
-
Links
-
Discord - https://discord.gg/sbqWRGhb
Cadastre - https://geoweb.land/
Spatial Browser - https://geoweb.app/
Website - https://geoweb.network/
Github - https://github.com/Geo-Web-Project
Dework Bounties - https://app.dework.xyz/geo-web
Forum - https://forum.geoweb.network/
Docs - https://docs.geoweb.network/
Twitter - @thegeoweb
Newsletter Signup - https://bit.ly/geowebsignup
Blog - https://geoweb.network/blog
",https://geoweb.land/,gravenp,Geo-Web-Project,thegeoweb,"Open source grants, Gitcoin grants (no VC)",3,Yes,"https://github.com/gravenp, https://github.com/Geo-Web-Project",2023-01-06 23:46:23,2023-01-06 23:46:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xd3b90afcaccf0a6913f47761894b2b03f212fb6a,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:74,Impersonator,"Impersonator allows you to Log-in to dapps as ANY Ethereum Address via WalletConnect, iFrame or Browser Extension.

 - No private keys are required
- Connect address to DApps in ""watch-only"" mode
- Works with all major EVM chains like Ethereum, Arbitrum, Optimism, Polygon, BSC, and various testnets as well.
- Easily input addresses via ENS
- Dynamically switch connected address and network, after being connected to a dapp.
- Transaction calldata generated from dapps is now visible on the UI
- Tenderly can be used to simulate transactions from the impersonated address. Just need to get the fork id and set it into the config.

This opens up a huge variety of use cases, which are not possible with current wallets like Metamask:
- Easily check dapp dashboards for your address on any device, without needing to import your private keys. Even handier for hardware wallet users.
- Check out how your favorite Whales are using the dapps like Aave, Uniswap, etc. by logging in as them and viewing all the useful information like the amount borrowed, liquidity provision between which range, and more!",https://impersonator.xyz,apoorvlathey,,,Grants,1,NA,https://github.com/apoorvlathey,2023-01-08 08:18:47,2023-01-08 08:18:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x99b36fdbc582d113af36a21eba06bfeab7b9be12,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:193,Tally Ho! - Open Source and Community Owned Wallet,"Help fund the development of the first open source and community owned decentralized Web3 wallet! All funds raised by this grant will flow to the community multisig wallet, which you can verify on Gnosis.

If you haven't tried the wallet yet, what are you waiting for? Download the extension at tallyh.org

Are you a dev or an open source enthusiast? Come over to our Github repo and help us make the magic happen!

Find out more about what we're building on our blog, and make sure to join the community on Discord!",https://tallyho.org,,tallyhowallet,TallyHoOfficial,Thesis is funding the development currently,15,Yes,https://github.com/tallyhowallet,2023-01-13 19:20:59,2023-01-13 19:20:59
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xbe7a9d0ee2f1c7f6e44ea922e52603e921566778,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:129,CounterAgent Art,"Our mission is to create a powerful healing process using art for domestic violence victims to process trauma and practice self-sovereignty, self-determination, and increase their sense of self-efficacy.
Participants will work through a series of abstract expressionist art exercises focused on increasing their sense of unique and individual identity, boundaries, and self-esteem.  
Readings or discussions paired with the exercises and either in-person or online support, will give participants opportunities to practice and gain a deeper understanding of the rights they have as a person to make their own decisions, to try new things, to learn new and valuable skills, to increase the confidence they have in themselves, to process trauma, to heal, and to bring beauty into the world.  
It is our intention to create an open sourced web3 platform (dApp) to enable these workshops, the creation of NFT representations of the physical art they will be creating and to introduce the participants to the world of web3 in general. From de-fi to privacy protection, web3 is a place where workshop participants can find the tools they need to further practice self-sovereignty, self-determination and self-efficacy.
There are domestic violence resources to leave. There are escape plans.  There are advocates who will guide you through the court process.  These resources are stretched thin as paper and require call after call to access them.  You know who can’t make call after call and get return calls?  Women who are living under the thumb of a domestic terrorist.   
Getting away is a mother fucker.  It is dangerous.  It is TERRIFYING.   I know because I’ve done it.  
My ex-husband tried to kill me by pushing me down a flight of stairs to a concrete floor in front of our 4 year old son.  
My daughter’s father, a different man, dragged me out of bed by my hair, broke my finger, choked me, and squeezed my jaw so hard that I could barely open my mouth for 4 days.  While I was pregnant. When I finally got him out of my house and had a restraining order, I woke up to him standing over me as I slept after breaking into my house.  He was not arrested, despite the restraining order.
Therapeutic art  has been one of the most powerful tools in our recovery.
There are countless recovery programs for abusers that are paid for by the government and usually court mandated.  There are endless free (and paid) recovery/rehab programs for addiction to alcohol, drugs, sex, gambling, and eating disorders.  There are many 12-step meetings daily, all across the US for these issues.   
For people who have experienced abuse, recovery programs are few, not well structured, and underfunded.  You often find people with good intentions running a circle of stories centered around the abuser (codependent behavior) that often turns into the suffering Olympics, rather than focusing on the woman, her progress, and her well-being.  
To be clear - abusers are 100% responsible for the abuse they dole out.  There is no BLAME to the person who is abused.  
That being said, getting and staying in an abusive relationship is the result of not having a clear sense of self and strong boundaries.  The red flags that typically occur long before abusers take things physical would end the relationship for people with healthy boundaries.  The problem with never having had any agency over yourself is that you don’t understand that LEAVING is the correct response to abusive behavior or that you even have that as an option.  While ending the relationship and respecting yourself are exactly the right answer, no person alive can do those things if they don’t know, really know, deep down, that they CAN and that they have an intrinsic power over their own life.  If you were raised, like I was, with zero autonomy, you simply have no idea about personal boundaries, let alone how they apply to you, and that someone that will hurt you will never just change their mind and stop hurting you.  
There is a glaring lack of help that teaches people how to move forward and into an identity away and apart from the negative pattern of abuse that is likely all they have ever known, either to work their way up to getting out of an abusive situation or to rebuild themselves after they have left.
This is the space we aim to fill.

Funding will go toward:
Curriculum development
In-person workshops for women and their children
Space and material costs for workshops
Filming demos for online use
Creating a web3 platform for managing the workshops and onboarding participants to web3 by helping them understand web3 better, get a digital wallet if they don’t have one, helping them create an online collection of their work in the metaverse (using Unlock Protocol on Polygon) that is a representation of their progress throughout the workshop. They will ultimately end up with a history of their process from start to finish, a story of their healing.

Future Goals:
Additional curriculum material from a diverse group of artists - ongoing
Gain widespread adoption of the curriculum for use by domestic violence services and individuals nationwide
Create a variation of the curriculum to be used with kids as a DETERRENT to domestic violence
Broaden the potential use to people who speak a wide range of languages beyond English
Additional goals will be added as they become clearer

Founder Personal History
I have been painting since 1995.  I am a self-taught artist, gathering information and skills from a few college classes, a handful of online classes, YouTube tutorials, extensive reading and art evaluation, and just DOING it.  Painting has been many things to me, but what is most relevant to this is that it has been therapy and life.  I believe that art in all its forms is one of the most powerful means of personal transformation and restoration that exists.  While my current art practice is primarily about bringing beauty and joy into a world that can be very harsh, I have used art to process grief, to build my sense of self, and to exorcise traumatic events and their memories.
I started in oils and worked sporadically in that, aerosol,  and other mediums as a means of self- expression until 2010.  At that time, I began to use art to process trauma, specifically domestic violence and rape.  The art therapy techniques my son was taught at age 4,  after witnessing his father try to kill me, were essential to his recovery, and led me down this path.  I began working in acrylics/mixed media and found a magic I had previously only known through making music.  I have also worked in watercolors, primarily in 2011 and again in 2019, when we were in Morocco, during which time I created an entire body of work - 30+ pieces - over a 5 month period, and solidified my desire to move toward being a full-time artist.  
In the curriculum we are outlining, the most important thing is developing a sense of self and the absolute value of each individual’s perspective, expression, taste, and message, all of which happens in the inner world..  Neil Gaiman said “The one thing that you have that nobody else has is you.  Your voice, your mind, your story, your vision.”  In my opinion, sparking the imagination of the inner world of an individual and repeatedly affirming the value of their voice is one of the most revolutionary things you can do, especially for someone who is being, or has been oppressed.  What happens inside of us belongs only to us. 
In my opinion, abstract and emotional expressionist art are a deeply impactful form of visual communication that allows both creator and viewer to be moved in profound ways. My degree is in Mass Communication and Journalism with a minor in Psychology which deeply informs my understanding of visual communication.  I have studied brain and behavior correlation and taken a deep dive into PTSD, trauma, and recovery from it. 
My current work is an exploration of vibrant color, texture, shape, movement, and telling stories by imbuing the canvas with energy and emotion.
The largest history and all of my past and current work can be viewed on my Facebook page https://www.facebook.com/iMaakeArt
I am an expert in connecting seemingly divergent groups of people through art and music with a proven track record..  My career as a financial planner speaks to my ability to communicate complex ideas in an easily understandable way, to manage numerous relationships simultaneously, to network broadly, and to steward resources responsibly.  I am accustomed to floating between groups of vastly differing socio-economic and cultural situations with consideration for all and an eye to my own internalized biases.  I have taken several courses in Group Therapy and believe what I learned about group dynamics will be an asset.
Currently I am the owner of Sunshine Alchemists & Soap Co and Night Sun Candle Company in addition to being an artist.  We employ women coming out of domestic violence and give them flexibility and support to maintain financial solvency while continuing to be present for their children.   Receiving funding for this project will enable me to shift further into community healing and art and free up finances to hire more people at the shop.  
 I have lived a great deal of life, which has given me a tremendous amount of compassion.  My parents were Christian fundamentalist pastors with a church and school in Montana. Our family lived in the abandoned forest service building that also housed the church and school.  We showered at the Y across the street.  There was no real kitchen.  Our power was turned off regularly.  I know what it is to live out of a gym bag and rely on the kindness of others for food. I had my first job at 12, out of necessity, touching up frames in a factory. Thankfully, my path also led me to live in the Bay area, New York, here in New Mexico, and to spend time in New Orleans and Miami, with people from all over the world. 
 I learned that how I was raised and what I thought was normal was far from it and that unlearning is an intentional process which is ongoing.  I have lived through… way too many violent incidents of varying natures, and as Lin-Manuel Miranda says, “Wrote my way out.” 
Co-founder Personal History
As a woman who has had a long career in tech I’m excited to be involved with a project that I feel will have a significant impact on bringing more DEI to the space. More importantly, it will have an impact on reducing the suffering caused by domestic violence and hopefully reduce the numbers by ending what can sometimes be generational patterns. 
I started my career more than 20 years ago when I graduated with a degree in computer science. Since then I have worked as a full-stack developer, architect, consultant, engineering lead at a successful startup and founder. I have the skills necessary to help bring organization and coordination to this project to ensure the funding received is used as efficiently as possible and to guide development on the web3 platform in a way that will see real results. 
I’ve been involved in the web3 space since 2018, currently work for a web3 protocol, belong to many DAOs including several with a focus on DEI and serve on the board of advisors for multiple web3 companies.   
DEI Round
You can find the statistics in our grant or on Google but it is widely known that historically disenfranchised groups of people, women, children, BIPOC and LGBTQA+ communities with fewer resources  are disproportionately affected by domestic violence. That is the community we will be serving with this program and that is the community we will be helping onboard to web3, thereby increasing diversity in the space. Additionally the current team, although small, is all female.

Ecosystem Round Tags
Unlock
As part of the tools which will be built to enable the management of these workshops we will be building an open sourced art workshop platform (dApp). The platform itself will include the ability to create collections (Locks), mint NFTs (keys)  on top of Unlock Protocol.
Polygon
As part of the tools which will be built to enable management of these workshops we will be building an open sourced MATIC native art workshop platform (dApp) that will allow users to deploy smart contracts on the Polygon network and mint NFTs from those contracts. 
Web3Social
As part of the tools which will be built to enable the management of these workshops we will be building an open sourced completely web3 native art workshop platform. Additionally as part of encouraging self-sovereignty, self-determination, & self-efficacy we will be introducing participants to the world of web3, onboarding them with wallets, showing them how to use Mask to protect their privacy and giving them some skills to increase their financial literacy and self determination outside of the traditional finance world.

",https://enddomesticviolence.art,ArtAndMagic,,glamguerilla,GitCoin,2,Yes,https://github.com/ArtAndMagic,2023-01-11 21:58:47,2023-01-11 21:58:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x531eb60b2dde9a841ba358ee033533aaf90d1fea,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:200,IDriss - A more usable web3 for everyone 💚,"
📗 ABOUT

Every human on Earth deserves frictionless access to crypto and the benefits coming from using it: cheap and instant transactions, improved security & privacy, and investment opportunities.

IDriss.xyz is on a mission to help provide that by building a suite of tools making web3 more usable for everyone.

We are strong supporters and defenders of community ownership, open source software development, and access to crypto for all. Join our community of 4000 members on Discord, and let's build a more usable web3 together 🤝

🍏 HARVEST TIME

The last Gitcoin round (GR15) was extremely successful for IDriss. 3453 contributors helped raise over $20k! 

Today, we are introducing our next tool and the fruit of your donations - IDriss Send, a mass web3 onboarding protocol.

IDriss Send allows individuals and dApps to send crypto & NFTs to anyone on Earth, using emails, phone numbers, and Twitter usernames - no wallet required.

Try it out: https://www.idriss.xyz/send ✨

🗺️ ROADMAP

Donations to this grant will help fund further development of IDriss Send and IDriss Creators - solution for online creators on Twitch, YouTube, and other platforms to seamlessly receive tips in crypto 💸 ",https://IDriss.xyz,,idriss-crypto,IDriss_xyz,"CultDAO (13 ETH), GR15",2,Yes,https://github.com/idriss-crypto,2023-01-14 02:40:59,2023-01-14 02:40:59
